,Hour,Filename,Total_Pellets
595,18,FED002_FR1concat.csv,16.5
596,18,FED003_FR1concat.csv,14.5
597,18,FED004_FR1concat.csv,10.5
598,18,FED005_FR1concat.csv,14.5
599,18,FED006_FR1concat.csv,11.0
600,18,FED007_FR1concat.csv,15.0
601,18,FED008_FR1concat.csv,15.0
602,18,FED009_FR1concat.csv,13.0
603,19,FED001_FR1concat.csv,17.5
604,19,FED002_FR1concat.csv,8.5
605,19,FED003_FR1concat.csv,11.5
606,19,FED004_FR1concat.csv,12.0
607,19,FED005_FR1concat.csv,10.5
608,19,FED006_FR1concat.csv,14.5
609,19,FED007_FR1concat.csv,15.5
610,19,FED008_FR1concat.csv,20.5
611,19,FED009_FR1concat.csv,16.0
612,20,FED001_FR1concat.csv,15.0
613,20,FED002_FR1concat.csv,15.0
614,20,FED003_FR1concat.csv,14.5
615,20,FED004_FR1concat.csv,10.5
616,20,FED005_FR1concat.csv,11.0
617,20,FED006_FR1concat.csv,13.5
618,20,FED007_FR1concat.csv,9.5
619,20,FED008_FR1concat.csv,10.0
620,20,FED009_FR1concat.csv,13.5
621,21,FED001_FR1concat.csv,9.5
622,21,FED002_FR1concat.csv,11.5
623,21,FED003_FR1concat.csv,10.0
624,21,FED004_FR1concat.csv,5.0
625,21,FED005_FR1concat.csv,6.5
626,21,FED006_FR1concat.csv,15.0
627,21,FED007_FR1concat.csv,11.0
628,21,FED008_FR1concat.csv,13.5
629,21,FED009_FR1concat.csv,10.0
630,22,FED001_FR1concat.csv,12.0
631,22,FED002_FR1concat.csv,5.5
632,22,FED003_FR1concat.csv,9.5
633,22,FED004_FR1concat.csv,8.0
634,22,FED005_FR1concat.csv,9.0
635,22,FED006_FR1concat.csv,9.0
636,22,FED007_FR1concat.csv,9.5
637,22,FED008_FR1concat.csv,13.5
638,22,FED009_FR1concat.csv,6.5
639,23,FED001_FR1concat.csv,4.0
640,23,FED002_FR1concat.csv,11.0
641,23,FED003_FR1concat.csv,11.0
642,23,FED004_FR1concat.csv,7.5
643,23,FED005_FR1concat.csv,6.5
644,23,FED006_FR1concat.csv,7.0
645,23,FED007_FR1concat.csv,9.5
646,23,FED008_FR1concat.csv,9.5
647,23,FED009_FR1concat.csv,4.5
