Meal_Size,Filename
4,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
4,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
8,M_12_Andrews_FR1_fed01404262202.csv
4,M_12_Andrews_FR1_fed01404262202.csv
5,M_12_Andrews_FR1_fed01404262202.csv
4,M_12_Andrews_FR1_fed01404262202.csv
5,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
6,M_12_Andrews_FR1_fed01404262202.csv
3,M_12_Andrews_FR1_fed01404262202.csv
5,M_12_Andrews_FR1_fed01404262202.csv
5,M_12_Andrews_FR1_fed01404262202.csv
3,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
10,M_2_Andrews_FR1_fed02404262201.csv
14,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
11,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
7,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
7,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
7,M_2_Andrews_FR1_fed02404262201.csv
3,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
5,M_2_Andrews_FR1_fed02404262201.csv
9,M_2_Andrews_FR1_fed02404262201.csv
6,M_2_Andrews_FR1_fed02404262201.csv
6,M_2_Andrews_FR1_fed02404262201.csv
5,M_14_Andrews_FR1_fed01804262201.csv
9,M_14_Andrews_FR1_fed01804262201.csv
9,M_14_Andrews_FR1_fed01804262201.csv
6,M_14_Andrews_FR1_fed01804262201.csv
4,M_14_Andrews_FR1_fed01804262201.csv
4,M_14_Andrews_FR1_fed01804262201.csv
7,M_14_Andrews_FR1_fed01804262201.csv
6,M_14_Andrews_FR1_fed01804262201.csv
6,M_14_Andrews_FR1_fed01804262201.csv
16,M_14_Andrews_FR1_fed01804262201.csv
8,M_14_Andrews_FR1_fed01804262201.csv
8,M_14_Andrews_FR1_fed01804262201.csv
7,M_14_Andrews_FR1_fed01804262201.csv
7,M_14_Andrews_FR1_fed01804262201.csv
3,M_14_Andrews_FR1_fed01804262201.csv
4,M_14_Andrews_FR1_fed01804262201.csv
4,M_14_Andrews_FR1_fed01804262201.csv
4,M_14_Andrews_FR1_fed01804262201.csv
10,M_14_Andrews_FR1_fed01804262201.csv
3,M_1_Andrews_FR1_fed01904262201.csv
4,M_1_Andrews_FR1_fed01904262201.csv
3,M_1_Andrews_FR1_fed01904262201.csv
5,M_1_Andrews_FR1_fed01904262201.csv
4,M_1_Andrews_FR1_fed01904262201.csv
7,M_1_Andrews_FR1_fed01904262201.csv
4,M_1_Andrews_FR1_fed01904262201.csv
8,M_1_Andrews_FR1_fed01904262201.csv
3,M_1_Andrews_FR1_fed01904262201.csv
11,M_1_Andrews_FR1_fed01904262201.csv
7,M_1_Andrews_FR1_fed01904262201.csv
9,M_1_Andrews_FR1_fed01904262201.csv
6,M_1_Andrews_FR1_fed01904262201.csv
5,M_1_Andrews_FR1_fed01904262201.csv
6,M_1_Andrews_FR1_fed01904262201.csv
7,M_1_Andrews_FR1_fed01904262201.csv
9,M_1_Andrews_FR1_fed01904262201.csv
3,M_1_Andrews_FR1_fed01904262201.csv
6,M_1_Andrews_FR1_fed01904262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
4,M_3_Andrews_FR1_fed02704262201.csv
4,M_3_Andrews_FR1_fed02704262201.csv
5,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
4,M_3_Andrews_FR1_fed02704262201.csv
9,M_3_Andrews_FR1_fed02704262201.csv
4,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
7,M_3_Andrews_FR1_fed02704262201.csv
4,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
3,M_3_Andrews_FR1_fed02704262201.csv
7,M_3_Andrews_FR1_fed02704262201.csv
6,M_3_Andrews_FR1_fed02704262201.csv
5,M_3_Andrews_FR1_fed02704262201.csv
4,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
8,M_4_Andrews_FR1_fed09904262202.csv
8,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
8,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
3,M_4_Andrews_FR1_fed09904262202.csv
7,M_4_Andrews_FR1_fed09904262202.csv
6,M_5_Andrews_FR1_fed00204262201.csv
14,M_5_Andrews_FR1_fed00204262201.csv
11,M_5_Andrews_FR1_fed00204262201.csv
3,M_5_Andrews_FR1_fed00204262201.csv
4,M_5_Andrews_FR1_fed00204262201.csv
6,M_5_Andrews_FR1_fed00204262201.csv
5,M_5_Andrews_FR1_fed00204262201.csv
9,M_5_Andrews_FR1_fed00204262201.csv
3,M_5_Andrews_FR1_fed00204262201.csv
16,M_5_Andrews_FR1_fed00204262201.csv
6,M_5_Andrews_FR1_fed00204262201.csv
14,M_5_Andrews_FR1_fed00204262201.csv
3,M_5_Andrews_FR1_fed00204262201.csv
11,M_5_Andrews_FR1_fed00204262201.csv
8,M_5_Andrews_FR1_fed00204262201.csv
19,M_5_Andrews_FR1_fed00204262201.csv
6,M_5_Andrews_FR1_fed00204262201.csv
4,M_5_Andrews_FR1_fed00204262201.csv
8,M_5_Andrews_FR1_fed00204262201.csv
4,M_6_Andrews_FR1_fed00404262201.csv
4,M_6_Andrews_FR1_fed00404262201.csv
3,M_6_Andrews_FR1_fed00404262201.csv
3,M_6_Andrews_FR1_fed00404262201.csv
6,M_6_Andrews_FR1_fed00404262201.csv
8,M_6_Andrews_FR1_fed00404262201.csv
3,M_6_Andrews_FR1_fed00404262201.csv
3,M_6_Andrews_FR1_fed00404262201.csv
4,M_6_Andrews_FR1_fed00404262201.csv
5,M_6_Andrews_FR1_fed00404262201.csv
6,M_6_Andrews_FR1_fed00404262201.csv
4,M_6_Andrews_FR1_fed00404262201.csv
7,M_6_Andrews_FR1_fed00404262201.csv
7,M_6_Andrews_FR1_fed00404262201.csv
3,M_6_Andrews_FR1_fed00404262201.csv
6,M_6_Andrews_FR1_fed00404262201.csv
8,M_6_Andrews_FR1_fed00404262201.csv
5,M_8_Andrews_FR1_fed00604262201.csv
4,M_8_Andrews_FR1_fed00604262201.csv
4,M_8_Andrews_FR1_fed00604262201.csv
7,M_8_Andrews_FR1_fed00604262201.csv
4,M_8_Andrews_FR1_fed00604262201.csv
10,M_8_Andrews_FR1_fed00604262201.csv
7,M_8_Andrews_FR1_fed00604262201.csv
6,M_8_Andrews_FR1_fed00604262201.csv
4,M_8_Andrews_FR1_fed00604262201.csv
3,M_8_Andrews_FR1_fed00604262201.csv
4,M_8_Andrews_FR1_fed00604262201.csv
5,M_8_Andrews_FR1_fed00604262201.csv
4,M_7_Andrews_FR1_fed00504262201.csv
3,M_7_Andrews_FR1_fed00504262201.csv
3,M_7_Andrews_FR1_fed00504262201.csv
5,M_7_Andrews_FR1_fed00504262201.csv
3,M_7_Andrews_FR1_fed00504262201.csv
6,M_7_Andrews_FR1_fed00504262201.csv
4,M_7_Andrews_FR1_fed00504262201.csv
11,M_7_Andrews_FR1_fed00504262201.csv
3,M_9_Andrews_FR1_fed00804262204.csv
4,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
12,M_9_Andrews_FR1_fed00804262204.csv
4,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
4,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
8,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
3,M_9_Andrews_FR1_fed00804262204.csv
6,M_9_Andrews_FR1_fed00804262204.csv
5,M_9_Andrews_FR1_fed00804262204.csv
6,M_9_Andrews_FR1_fed00804262204.csv
5,M_9_Andrews_FR1_fed00804262204.csv
5,M_9_Andrews_FR1_fed00804262204.csv
6,M_9_Andrews_FR1_fed00804262204.csv
5,M_9_Andrews_FR1_fed00804262204.csv
6,F_15_Creed_FR1_FED000032523concat.csv
3,F_15_Creed_FR1_FED000032523concat.csv
3,F_15_Creed_FR1_FED000032523concat.csv
5,F_15_Creed_FR1_FED000032523concat.csv
6,F_15_Creed_FR1_FED000032523concat.csv
10,F_15_Creed_FR1_FED000032523concat.csv
4,F_15_Creed_FR1_FED000032523concat.csv
5,F_15_Creed_FR1_FED000032523concat.csv
6,F_15_Creed_FR1_FED000032523concat.csv
8,F_15_Creed_FR1_FED000032523concat.csv
5,F_15_Creed_FR1_FED000032523concat.csv
8,F_15_Creed_FR1_FED000032523concat.csv
4,F_15_Creed_FR1_FED000032523concat.csv
4,F_15_Creed_FR1_FED000032523concat.csv
3,F_15_Creed_FR1_FED000032523concat.csv
3,F_15_Creed_FR1_FED000032523concat.csv
6,F_15_Creed_FR1_FED000032523concat.csv
8,F_15_Creed_FR1_FED000032523concat.csv
4,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
6,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
8,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
5,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
7,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
3,F_17_Creed_FR1_FED002032523.CSV
5,F_17_Creed_FR1_FED002032523.CSV
5,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
6,F_17_Creed_FR1_FED002032523.CSV
4,F_17_Creed_FR1_FED002032523.CSV
10,F_17_Creed_FR1_FED002032523.CSV
6,F_16_Creed_FR1_FED00103252301.CSV
4,F_16_Creed_FR1_FED00103252301.CSV
3,F_16_Creed_FR1_FED00103252301.CSV
3,F_16_Creed_FR1_FED00103252301.CSV
7,F_16_Creed_FR1_FED00103252301.CSV
4,F_16_Creed_FR1_FED00103252301.CSV
3,F_16_Creed_FR1_FED00103252301.CSV
7,F_16_Creed_FR1_FED00103252301.CSV
4,F_16_Creed_FR1_FED00103252301.CSV
3,F_16_Creed_FR1_FED00103252301.CSV
5,F_16_Creed_FR1_FED00103252301.CSV
3,F_16_Creed_FR1_FED00103252301.CSV
4,F_16_Creed_FR1_FED00103252301.CSV
5,F_16_Creed_FR1_FED00103252301.CSV
4,F_16_Creed_FR1_FED00103252301.CSV
6,F_16_Creed_FR1_FED00103252301.CSV
7,F_18_Creed_FR1_FED006FR1Concat.csv
3,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
7,F_18_Creed_FR1_FED006FR1Concat.csv
5,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
8,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
3,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
5,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
3,F_18_Creed_FR1_FED006FR1Concat.csv
8,F_18_Creed_FR1_FED006FR1Concat.csv
8,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
6,F_18_Creed_FR1_FED006FR1Concat.csv
6,F_18_Creed_FR1_FED006FR1Concat.csv
7,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
6,F_18_Creed_FR1_FED006FR1Concat.csv
4,F_18_Creed_FR1_FED006FR1Concat.csv
12,M_19_Creed_FR1_FED002052023.CSV
11,M_19_Creed_FR1_FED002052023.CSV
8,M_19_Creed_FR1_FED002052023.CSV
3,M_19_Creed_FR1_FED002052023.CSV
12,M_19_Creed_FR1_FED002052023.CSV
10,M_19_Creed_FR1_FED002052023.CSV
5,M_19_Creed_FR1_FED002052023.CSV
9,M_19_Creed_FR1_FED002052023.CSV
9,M_19_Creed_FR1_FED002052023.CSV
9,M_19_Creed_FR1_FED002052023.CSV
6,M_19_Creed_FR1_FED002052023.CSV
10,M_19_Creed_FR1_FED002052023.CSV
4,M_19_Creed_FR1_FED002052023.CSV
4,M_19_Creed_FR1_FED002052023.CSV
6,M_19_Creed_FR1_FED002052023.CSV
3,M_19_Creed_FR1_FED002052023.CSV
3,M_19_Creed_FR1_FED002052023.CSV
7,M_19_Creed_FR1_FED002052023.CSV
3,M_19_Creed_FR1_FED002052023.CSV
5,M_20_Creed_FR1_FED003030623Concat.csv
3,M_20_Creed_FR1_FED003030623Concat.csv
3,M_20_Creed_FR1_FED003030623Concat.csv
4,M_20_Creed_FR1_FED003030623Concat.csv
8,M_20_Creed_FR1_FED003030623Concat.csv
16,M_20_Creed_FR1_FED003030623Concat.csv
8,M_20_Creed_FR1_FED003030623Concat.csv
4,M_20_Creed_FR1_FED003030623Concat.csv
3,M_20_Creed_FR1_FED003030623Concat.csv
10,M_20_Creed_FR1_FED003030623Concat.csv
10,M_20_Creed_FR1_FED003030623Concat.csv
5,M_20_Creed_FR1_FED003030623Concat.csv
6,M_20_Creed_FR1_FED003030623Concat.csv
15,M_20_Creed_FR1_FED003030623Concat.csv
9,M_20_Creed_FR1_FED003030623Concat.csv
4,M_20_Creed_FR1_FED003030623Concat.csv
7,M_20_Creed_FR1_FED003030623Concat.csv
9,M_20_Creed_FR1_FED003030623Concat.csv
3,M_20_Creed_FR1_FED003030623Concat.csv
4,M_20_Creed_FR1_FED003030623Concat.csv
13,M_20_Creed_FR1_FED003030623Concat.csv
6,M_22_Creed_FR1_FED004030623.CSV
5,M_22_Creed_FR1_FED004030623.CSV
5,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
8,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
3,M_22_Creed_FR1_FED004030623.CSV
5,M_22_Creed_FR1_FED004030623.CSV
3,M_22_Creed_FR1_FED004030623.CSV
10,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
8,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
5,M_22_Creed_FR1_FED004030623.CSV
7,M_22_Creed_FR1_FED004030623.CSV
6,M_22_Creed_FR1_FED004030623.CSV
8,M_22_Creed_FR1_FED004030623.CSV
5,M_22_Creed_FR1_FED004030623.CSV
4,M_22_Creed_FR1_FED004030623.CSV
9,M_22_Creed_FR1_FED004030623.CSV
9,M_22_Creed_FR1_FED004030623.CSV
3,M_22_Creed_FR1_FED004030623.CSV
6,M_22_Creed_FR1_FED004030623.CSV
9,M_21_Creed_FR1_FED003052023.CSV
10,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
6,M_21_Creed_FR1_FED003052023.CSV
8,M_21_Creed_FR1_FED003052023.CSV
5,M_21_Creed_FR1_FED003052023.CSV
4,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
6,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
4,M_21_Creed_FR1_FED003052023.CSV
5,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
8,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
4,M_21_Creed_FR1_FED003052023.CSV
3,M_21_Creed_FR1_FED003052023.CSV
8,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
8,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
10,M_23_Creed_FR1_FED005030823Concat.csv
4,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
4,M_23_Creed_FR1_FED005030823Concat.csv
4,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
8,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
8,M_23_Creed_FR1_FED005030823Concat.csv
6,M_23_Creed_FR1_FED005030823Concat.csv
8,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
6,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
5,M_23_Creed_FR1_FED005030823Concat.csv
3,M_23_Creed_FR1_FED005030823Concat.csv
7,M_23_Creed_FR1_FED005030823Concat.csv
6,M_23_Creed_FR1_FED005030823Concat.csv
4,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
5,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
5,F_24_Klappenbach_FR1_FED139FR1.CSV
8,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
8,F_24_Klappenbach_FR1_FED139FR1.CSV
5,F_24_Klappenbach_FR1_FED139FR1.CSV
8,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
7,F_24_Klappenbach_FR1_FED139FR1.CSV
5,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
6,F_24_Klappenbach_FR1_FED139FR1.CSV
4,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_24_Klappenbach_FR1_FED139FR1.CSV
3,F_25_Klappenbach_FR1_FED140FR1.CSV
8,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
3,F_25_Klappenbach_FR1_FED140FR1.CSV
3,F_25_Klappenbach_FR1_FED140FR1.CSV
7,F_25_Klappenbach_FR1_FED140FR1.CSV
7,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
5,F_25_Klappenbach_FR1_FED140FR1.CSV
5,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
5,F_25_Klappenbach_FR1_FED140FR1.CSV
8,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
8,F_25_Klappenbach_FR1_FED140FR1.CSV
3,F_25_Klappenbach_FR1_FED140FR1.CSV
5,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
7,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
5,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
3,F_25_Klappenbach_FR1_FED140FR1.CSV
4,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
6,F_25_Klappenbach_FR1_FED140FR1.CSV
7,F_25_Klappenbach_FR1_FED140FR1.CSV
7,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
6,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
9,F_26_Klappenbach_FR1_FED141FR1.CSV
10,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
6,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
8,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
7,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
6,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
7,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
5,F_26_Klappenbach_FR1_FED141FR1.CSV
4,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
3,F_26_Klappenbach_FR1_FED141FR1.CSV
