Interval,Filename
29.0,M_13_Andrews_FR1_fed01504262201.csv
16.0,M_13_Andrews_FR1_fed01504262201.csv
16.0,M_13_Andrews_FR1_fed01504262201.csv
22.0,M_13_Andrews_FR1_fed01504262201.csv
21.0,M_13_Andrews_FR1_fed01504262201.csv
17.0,M_13_Andrews_FR1_fed01504262201.csv
5886.0,M_13_Andrews_FR1_fed01504262201.csv
22.0,M_13_Andrews_FR1_fed01504262201.csv
793.0,M_13_Andrews_FR1_fed01504262201.csv
26.0,M_13_Andrews_FR1_fed01504262201.csv
5101.0,M_13_Andrews_FR1_fed01504262201.csv
57.0,M_13_Andrews_FR1_fed01504262201.csv
4617.0,M_13_Andrews_FR1_fed01504262201.csv
18.0,M_13_Andrews_FR1_fed01504262201.csv
316.0,M_13_Andrews_FR1_fed01504262201.csv
34.0,M_12_Andrews_FR1_fed01404262202.csv
619.0,M_12_Andrews_FR1_fed01404262202.csv
406.0,M_12_Andrews_FR1_fed01404262202.csv
430.0,M_12_Andrews_FR1_fed01404262202.csv
2294.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
184.0,M_12_Andrews_FR1_fed01404262202.csv
1564.0,M_12_Andrews_FR1_fed01404262202.csv
3020.0,M_12_Andrews_FR1_fed01404262202.csv
92.0,M_12_Andrews_FR1_fed01404262202.csv
2654.0,M_12_Andrews_FR1_fed01404262202.csv
23.0,M_12_Andrews_FR1_fed01404262202.csv
25.0,M_12_Andrews_FR1_fed01404262202.csv
23.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
1820.0,M_12_Andrews_FR1_fed01404262202.csv
21.0,M_12_Andrews_FR1_fed01404262202.csv
25.0,M_12_Andrews_FR1_fed01404262202.csv
38.0,M_12_Andrews_FR1_fed01404262202.csv
45.0,M_12_Andrews_FR1_fed01404262202.csv
2027.0,M_12_Andrews_FR1_fed01404262202.csv
44.0,M_12_Andrews_FR1_fed01404262202.csv
2405.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
23.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
30.0,M_12_Andrews_FR1_fed01404262202.csv
750.0,M_12_Andrews_FR1_fed01404262202.csv
35.0,M_12_Andrews_FR1_fed01404262202.csv
1226.0,M_12_Andrews_FR1_fed01404262202.csv
24.0,M_12_Andrews_FR1_fed01404262202.csv
72.0,M_12_Andrews_FR1_fed01404262202.csv
1215.0,M_12_Andrews_FR1_fed01404262202.csv
1404.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
1370.0,M_12_Andrews_FR1_fed01404262202.csv
956.0,M_12_Andrews_FR1_fed01404262202.csv
24.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
16.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
35.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
16.0,M_12_Andrews_FR1_fed01404262202.csv
16.0,M_12_Andrews_FR1_fed01404262202.csv
548.0,M_12_Andrews_FR1_fed01404262202.csv
668.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
35.0,M_12_Andrews_FR1_fed01404262202.csv
24.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
33.0,M_12_Andrews_FR1_fed01404262202.csv
1438.0,M_12_Andrews_FR1_fed01404262202.csv
16.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
1974.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
32.0,M_12_Andrews_FR1_fed01404262202.csv
44.0,M_12_Andrews_FR1_fed01404262202.csv
2494.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
31.0,M_12_Andrews_FR1_fed01404262202.csv
2800.0,M_12_Andrews_FR1_fed01404262202.csv
26.0,M_12_Andrews_FR1_fed01404262202.csv
644.0,M_12_Andrews_FR1_fed01404262202.csv
29.0,M_12_Andrews_FR1_fed01404262202.csv
30.0,M_12_Andrews_FR1_fed01404262202.csv
765.0,M_12_Andrews_FR1_fed01404262202.csv
29.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
992.0,M_12_Andrews_FR1_fed01404262202.csv
978.0,M_12_Andrews_FR1_fed01404262202.csv
780.0,M_12_Andrews_FR1_fed01404262202.csv
27.0,M_12_Andrews_FR1_fed01404262202.csv
546.0,M_12_Andrews_FR1_fed01404262202.csv
244.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
25.0,M_12_Andrews_FR1_fed01404262202.csv
38.0,M_12_Andrews_FR1_fed01404262202.csv
805.0,M_12_Andrews_FR1_fed01404262202.csv
586.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
2676.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
2839.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
18.0,M_12_Andrews_FR1_fed01404262202.csv
17.0,M_12_Andrews_FR1_fed01404262202.csv
21.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
33.0,M_12_Andrews_FR1_fed01404262202.csv
779.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
932.0,M_12_Andrews_FR1_fed01404262202.csv
30.0,M_12_Andrews_FR1_fed01404262202.csv
23.0,M_12_Andrews_FR1_fed01404262202.csv
19.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
2512.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
4577.0,M_12_Andrews_FR1_fed01404262202.csv
29.0,M_12_Andrews_FR1_fed01404262202.csv
28.0,M_12_Andrews_FR1_fed01404262202.csv
20.0,M_12_Andrews_FR1_fed01404262202.csv
40.0,M_12_Andrews_FR1_fed01404262202.csv
622.0,M_12_Andrews_FR1_fed01404262202.csv
33.0,M_12_Andrews_FR1_fed01404262202.csv
38.0,M_12_Andrews_FR1_fed01404262202.csv
3763.0,M_12_Andrews_FR1_fed01404262202.csv
22.0,M_12_Andrews_FR1_fed01404262202.csv
